year,month,state,data_status,revenue,megawatthours,customers,price,Unnamed: 0,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
2019,5,IN,Final,286167,3830306,18547,7.47,39947,57.4,56.0,-86.2756397346,39.9081412284
2019,5,KS,Final,72500,1000795,24441,7.24,39949,58.0,58.5,-98.3802131736,38.4847081514
2019,5,KY,Final,140772,2523297,6179,5.58,39950,63.1,59.8,-85.2904560935,37.5266674638
2019,5,LA,Final,170801,2994488,19630,5.7,39951,70.6,69.9,-92.5856620163,31.0584069584
2019,5,MA,Final,76127,534188,11043,14.25,39954,51.5,50.2,-71.7986394244,42.2533023991
2019,5,MD,Final,25777,333145,8947,7.74,39953,62.6,57.3,-76.7724546076,39.0369222963
2019,5,ME,Final,25425,280127,3046,9.08,39952,43.4,44.4,-69.2266474552,45.3714334913
2019,5,MI,Final,174239,2544033,5788,6.85,39955,47.2,47.8,-85.4371669561,44.3506813109
2019,5,MN,Final,138434,1803867,9205,7.67,39956,46.0,47.8,-94.3090126515,46.3163329315
2019,5,MO,Final,82571,1140836,10082,7.24,39958,60.6,59.4,-92.4774101578,38.3676131565
2019,5,MS,Final,77677,1334561,10692,5.82,39957,68.7,67.4,-89.6652136847,32.750866634
2019,5,MT,Final,17413,400087,11297,4.35,39959,44.8,45.5,-109.645148622,47.0335364218
2019,5,NC,Final,146340,2452391,9911,5.97,39966,66.6,62.1,-79.3723797543,35.5415341226
2019,5,ND,Final,61358,769645,8827,7.97,39967,45.7,47.5,-100.469321077,47.446338517
2019,5,NE,Final,64218,908410,64647,7.07,39960,51.4,53.1,-99.8108090713,41.5271489603
2019,5,NH,Final,20368,159754,3190,12.75,39962,46.8,46.6,-71.5775941473,43.6856317461
2019,5,NJ,Final,67219,644867,11817,10.42,39963,58.8,54.6,-74.6607541123,40.1844273633
2019,5,NM,Final,39951,718772,9444,5.56,39964,56.0,55.8,-106.108388616,34.4213707591
2019,5,NV,Final,52957,999601,3396,5.3,39961,50.9,50.8,-116.65522549,39.3562373462
2019,5,NY,Final,68838,1190796,7613,5.78,39965,49.4,48.7,-75.5031182762,42.9403901101
2019,5,OH,Final,287577,4334840,20168,6.63,39968,57.6,54.7,-82.7900611953,40.291452206
2019,5,OK,Final,91789,1833726,20445,5.01,39969,63.7,63.7,-97.5082927121,35.5834856477
2019,5,OR,Final,66592,1193750,25523,5.58,39970,49.4,47.2,-120.555413394,43.9366481606
2019,5,PA,Final,258239,4075522,11428,6.34,39971,55.6,52.2,-77.7995595623,40.8738378455
2019,5,RI,Final,8015,50504,1758,15.87,39972,52.8,50.9,-71.5536120535,41.6760813901
2019,5,SC,Final,138606,2325605,3704,5.96,39973,69.7,66.1,-80.8961396866,33.9079742468
2019,5,SD,Final,18052,232562,4147,7.76,39974,47.3,50.4,-100.230507516,44.4361607025
2019,5,TN,Final,98982,1851321,1015,5.35,39975,64.7,61.9,-86.3433803654,35.8429870949
2019,5,TX,Final,575923,11206196,228264,5.14,39976,68.8,68.7,-99.3506971451,31.4844643819
2019,5,UT,Final,43898,766693,9948,5.73,39977,49.6,50.1,-111.678216374,39.3237947509
2019,5,VA,Final,100905,1431763,3730,7.05,39979,63.5,58.6,-78.8122544727,37.5150238913
2019,5,VT,Final,12155,111853,243,10.87,39978,46.0,46.0,-72.6626493581,44.0751958252
2019,5,WA,Final,93821,2132497,27331,4.4,39980,51.0,48.5,-120.446866425,47.3809688818
2019,5,WI,Final,140552,1983789,5606,7.09,39982,47.1,48.6,-90.0116942643,44.6380301915
2019,5,WV,Final,75738,1253886,11602,6.04,39981,60.2,55.7,-80.6137119661,38.6425987436
2019,5,WY,Final,58955,866907,11365,6.8,39983,42.8,43.7,-107.551454075,42.999642032
2019,4,AL,Final,161286,2641304,7228,6.11,39888,59.2,58.9,-86.8283719359,32.7898321918
2019,4,AR,Final,79835,1371596,28431,5.82,39890,54.8,55.8,-92.4392676639,34.8997453322
2019,4,AZ,Final,63287,1054543,7897,6.0,39889,56.0,53.1,-111.664418336,34.2931098705
2019,4,CA,Final,383585,3518930,142939,10.9,39891,53.6,51.4,-119.610698951,37.2460706736
2019,4,CO,Final,91238,1248118,14317,7.31,39892,39.6,38.0,-105.547824721,38.9985518194
2019,4,CT,Final,33674,243805,4242,13.81,39893,42.0,40.7,-72.7257060428,41.6202863352
2019,4,DE,Final,12342,154643,866,7.98,39894,51.0,47.4,-75.4004040929,38.8870164548
2019,4,FL,Final,103895,1381728,23490,7.52,39895,68.4,66.6,-81.7974638723,28.6284392647
2019,4,GA,Final,152957,2676150,23263,5.72,39896,60.4,59.1,-83.4463418309,32.6492290722
2019,4,IA,Final,111803,2061513,8733,5.42,39900,40.2,41.4,-93.5000649605,42.0746268788
2019,4,ID,Final,33905,603875,28558,5.61,39897,37.6,36.7,-114.659382348,44.0890895052
2019,4,IL,Final,223973,3290697,5735,6.81,39898,44.9,45.7,-89.1983967614,40.0650409125
2019,4,IN,Final,284354,3750222,18513,7.58,39899,44.7,45.1,-86.2756397346,39.9081412284
2019,4,KS,Final,68480,947430,23960,7.23,39901,47.4,47.9,-98.3802131736,38.4847081514
2019,4,KY,Final,131797,2458469,6177,5.36,39902,50.4,50.2,-85.2904560935,37.5266674638
2019,4,LA,Final,170394,3148838,19433,5.41,39903,61.7,62.7,-92.5856620163,31.0584069584
2019,4,MA,Final,75804,515555,11059,14.7,39906,40.7,39.4,-71.7986394244,42.2533023991
2019,4,MD,Final,24095,312667,8923,7.71,39905,50.0,47.4,-76.7724546076,39.0369222963
2019,4,ME,Final,19419,205538,2990,9.45,39904,31.8,32.1,-69.2266474552,45.3714334913
2019,4,MI,Final,175972,2510757,5767,7.01,39907,35.0,35.4,-85.4371669561,44.3506813109
2019,4,MN,Final,131978,1771540,9158,7.45,39908,32.0,33.3,-94.3090126515,46.3163329315
2019,4,MO,Final,70371,1073071,10151,6.56,39910,48.8,49.1,-92.4774101578,38.3676131565
2019,4,MS,Final,75110,1299065,10442,5.78,39909,58.9,59.6,-89.6652136847,32.750866634
2019,4,MT,Final,19041,368902,10019,5.16,39911,33.6,35.1,-109.645148622,47.0335364218
2019,4,NC,Final,126893,2208253,9842,5.75,39918,54.9,53.5,-79.3723797543,35.5415341226
2019,4,ND,Final,58868,748772,8788,7.86,39919,31.2,33.0,-100.469321077,47.446338517
2019,4,NE,Final,61980,836762,64473,7.41,39912,40.4,41.7,-99.8108090713,41.5271489603
2019,4,NH,Final,20111,155425,3193,12.94,39914,34.9,34.8,-71.5775941473,43.6856317461
2019,4,NJ,Final,52014,515827,11771,10.08,39915,47.1,44.3,-74.6607541123,40.1844273633
2019,4,NM,Final,40367,722210,9391,5.59,39916,49.8,47.5,-106.108388616,34.4213707591
2019,4,NV,Final,50773,974112,3323,5.21,39913,45.1,43.1,-116.65522549,39.3562373462
2019,4,NY,Final,79027,1438531,7633,5.49,39917,37.0,36.7,-75.5031182762,42.9403901101
2019,4,OH,Final,269556,4092943,20142,6.59,39920,44.6,43.9,-82.7900611953,40.291452206
2019,4,OK,Final,81288,1714920,19272,4.74,39921,53.8,54.3,-97.5082927121,35.5834856477
2019,4,OR,Final,69798,1195805,25097,5.84,39922,41.7,41.1,-120.555413394,43.9366481606
2019,4,PA,Final,253097,3886700,11428,6.51,39923,42.6,41.3,-77.7995595623,40.8738378455
2019,4,RI,Final,9772,61566,1767,15.87,39924,42.6,41.0,-71.5536120535,41.6760813901
2019,4,SC,Final,128715,2247682,3679,5.73,39925,59.0,57.8,-80.8961396866,33.9079742468
2019,4,SD,Final,17606,232071,4137,7.59,39926,34.6,37.7,-100.230507516,44.4361607025
2019,4,TN,Final,96803,1742360,1016,5.56,39927,53.1,53.0,-86.3433803654,35.8429870949
2019,4,TX,Final,526287,10470264,224572,5.03,39928,60.4,60.6,-99.3506971451,31.4844643819
2019,4,UT,Final,41416,746298,9877,5.55,39929,43.4,41.4,-111.678216374,39.3237947509
2019,4,VA,Final,91622,1352331,3704,6.78,39931,51.0,49.3,-78.8122544727,37.5150238913
2019,4,VT,Final,12178,114401,243,10.64,39930,33.6,33.6,-72.6626493581,44.0751958252
2019,4,WA,Final,92917,2030216,27333,4.58,39932,41.2,41.8,-120.446866425,47.3809688818
2019,4,WI,Final,139099,1930243,5654,7.21,39934,34.0,35.4,-90.0116942643,44.6380301915
2019,4,WV,Final,71181,1173407,11604,6.07,39933,47.5,46.0,-80.6137119661,38.6425987436
2019,4,WY,Final,55888,867005,11333,6.45,39935,34.0,33.9,-107.551454075,42.999642032
2019,3,AL,Final,158357,2735423,7207,5.79,39840,55.6,51.6,-86.8283719359,32.7898321918
2019,3,AR,Final,84449,1391259,29321,6.07,39842,47.4,47.1,-92.4392676639,34.8997453322
2019,3,AZ,Final,66632,1108743,7828,6.01,39841,46.3,47.1,-111.664418336,34.2931098705
2019,3,CA,Final,390929,3515327,145318,11.12,39843,44.8,47.1,-119.610698951,37.2460706736
2019,3,CO,Final,93714,1264577,13926,7.41,39844,29.4,30.6,-105.547824721,38.9985518194
2019,3,CT,Final,35354,259707,4229,13.61,39845,32.6,30.9,-72.7257060428,41.6202863352
2019,3,DE,Final,13567,170980,865,7.93,39846,41.0,38.6,-75.4004040929,38.8870164548
2019,3,FL,Final,100551,1328722,23291,7.57,39847,66.6,61.7,-81.7974638723,28.6284392647
2019,3,GA,Final,158595,2689916,23005,5.9,39848,56.2,52.0,-83.4463418309,32.6492290722
2019,3,IA,Final,115133,1916389,8298,6.01,39852,23.2,28.7,-93.5000649605,42.0746268788
2019,3,ID,Final,29298,536886,28142,5.46,39849,27.8,29.5,-114.659382348,44.0890895052
2019,3,IL,Final,242976,3528997,5731,6.89,39850,33.3,34.5,-89.1983967614,40.0650409125
2019,3,IN,Final,293752,3869830,18424,7.59,39851,34.8,34.5,-86.2756397346,39.9081412284
2019,3,KS,Final,70119,928992,23750,7.55,39853,33.6,38.0,-98.3802131736,38.4847081514
2019,3,KY,Final,133671,2446004,6191,5.46,39854,42.7,40.9,-85.2904560935,37.5266674638
2019,3,LA,Final,159955,2951860,19190,5.42,39855,57.9,55.7,-92.5856620163,31.0584069584
2019,3,MA,Final,78338,511289,11108,15.32,39858,31.1,29.6,-71.7986394244,42.2533023991
2019,3,MD,Final,25167,316034,8921,7.96,39857,39.8,38.1,-76.7724546076,39.0369222963
2019,3,ME,Final,26505,266073,3078,9.96,39856,20.5,20.4,-69.2266474552,45.3714334913
2019,3,MI,Final,178483,2479842,5615,7.2,39859,23.7,24.1,-85.4371669561,44.3506813109
2019,3,MN,Final,142845,1847803,8622,7.73,39860,14.0,18.8,-94.3090126515,46.3163329315
2019,3,MO,Final,70324,1056319,10140,6.66,39862,37.0,38.7,-92.4774101578,38.3676131565
2019,3,MS,Final,75926,1312318,10346,5.79,39861,54.8,51.9,-89.6652136847,32.750866634
2019,3,MT,Final,29843,397742,9411,7.5,39863,15.2,25.4,-109.645148622,47.0335364218
2019,3,NC,Final,141965,2241943,9826,6.33,39870,48.4,45.6,-79.3723797543,35.5415341226
2019,3,ND,Final,60636,764901,8690,7.93,39871,9.0,18.4,-100.469321077,47.446338517
2019,3,NE,Final,69396,814692,57732,8.52,39864,24.4,31.2,-99.8108090713,41.5271489603
2019,3,NH,Final,20749,152501,3190,13.61,39866,24.2,23.7,-71.5775941473,43.6856317461
2019,3,NJ,Final,59750,594874,11748,10.04,39867,37.0,34.9,-74.6607541123,40.1844273633
2019,3,NM,Final,39797,681622,9307,5.84,39868,41.8,40.6,-106.108388616,34.4213707591
2019,3,NV,Final,50468,1019169,3186,4.95,39865,35.0,36.8,-116.65522549,39.3562373462
2019,3,NY,Final,77834,1401491,7632,5.55,39869,26.8,25.6,-75.5031182762,42.9403901101
2019,3,OH,Final,292309,4323133,20134,6.76,39872,34.9,33.7,-82.7900611953,40.291452206
2019,3,OK,Final,83853,1587503,19342,5.28,39873,43.8,45.3,-97.5082927121,35.5834856477
2019,3,OR,Final,72291,1121743,24619,6.44,39874,33.0,36.2,-120.555413394,43.9366481606
2019,3,PA,Final,265763,4041829,11363,6.58,39875,32.4,31.1,-77.7995595623,40.8738378455
2019,3,RI,Final,10496,64642,1775,16.24,39876,33.8,32.0,-71.5536120535,41.6760813901
2019,3,SC,Final,126260,2145074,3669,5.89,39877,53.6,50.4,-80.8961396866,33.9079742468
2019,3,SD,Final,17738,224927,3949,7.89,39878,15.6,25.3,-100.230507516,44.4361607025
2019,3,TN,Final,101210,1773841,1004,5.71,39879,46.8,44.3,-86.3433803654,35.8429870949
2019,3,TX,Final,547208,10378628,220459,5.27,39880,53.8,52.9,-99.3506971451,31.4844643819
2019,3,UT,Final,46897,737749,9821,6.36,39881,32.7,33.8,-111.678216374,39.3237947509
2019,3,VA,Final,106024,1468568,3699,7.22,39883,42.8,40.6,-78.8122544727,37.5150238913
2019,3,VT,Final,13096,118313,243,11.07,39882,22.4,21.8,-72.6626493581,44.0751958252
2019,3,WA,Final,108049,2085435,26153,5.18,39884,30.8,35.9,-120.446866425,47.3809688818
2019,3,WI,Final,140726,1976730,5398,7.12,39886,19.6,22.3,-90.0116942643,44.6380301915
2019,3,WV,Final,75365,1252630,11630,6.02,39885,39.3,36.9,-80.6137119661,38.6425987436
2019,3,WY,Final,60034,896124,11108,6.7,39887,21.9,25.7,-107.551454075,42.999642032
2019,2,AL,Final,139620,2546496,7203,5.48,39792,51.3,46.6,-86.8283719359,32.7898321918
2019,2,AR,Final,81432,1377258,33828,5.91,39794,43.4,41.2,-92.4392676639,34.8997453322
2019,2,AZ,Final,64635,1037531,7845,6.23,39793,41.6,42.6,-111.664418336,34.2931098705
2019,2,CA,Final,394402,3437552,138493,11.47,39795,43.4,43.9,-119.610698951,37.2460706736
2019,2,CO,Final,86748,1162953,13907,7.46,39796,25.4,25.5,-105.547824721,38.9985518194
2019,2,CT,Final,34057,242225,4268,14.06,39797,28.6,25.8,-72.7257060428,41.6202863352
2019,2,DE,Final,12190,155687,869,7.83,39798,37.0,33.8,-75.4004040929,38.8870164548
2019,2,FL,Final,93956,1224880,23224,7.67,39799,63.0,58.6,-81.7974638723,28.6284392647
2019,2,GA,Final,137482,2436867,22965,5.64,39800,52.2,47.4,-83.4463418309,32.6492290722
2019,2,IA,Final,119006,1838630,8165,6.47,39804,17.0,20.2,-93.5000649605,42.0746268788
2019,2,ID,Final,27352,476019,28082,5.75,39801,24.8,24.3,-114.659382348,44.0890895052
2019,2,IL,Final,237269,3440235,5737,6.9,39802,27.4,27.3,-89.1983967614,40.0650409125
2019,2,IN,Final,271684,3554347,18370,7.64,39803,29.6,27.9,-86.2756397346,39.9081412284
2019,2,KS,Final,69885,918997,23742,7.6,39805,29.6,31.1,-98.3802131736,38.4847081514
2019,2,KY,Final,133881,2336743,6133,5.73,39806,38.7,35.1,-85.2904560935,37.5266674638
2019,2,LA,Final,158377,3133090,18958,5.06,39807,53.8,50.9,-92.5856620163,31.0584069584
2019,2,MA,Final,75456,487760,10876,15.47,39810,27.2,24.6,-71.7986394244,42.2533023991
2019,2,MD,Final,22987,288138,8917,7.98,39809,35.8,33.1,-76.7724546076,39.0369222963
2019,2,ME,Final,15413,147000,2899,10.49,39808,15.2,14.1,-69.2266474552,45.3714334913
2019,2,MI,Final,163548,2310344,5609,7.08,39811,18.4,18.7,-85.4371669561,44.3506813109
2019,2,MN,Final,122599,1646736,8532,7.44,39812,6.0,9.3,-94.3090126515,46.3163329315
2019,2,MO,Final,66810,993696,10142,6.72,39814,32.0,31.6,-92.4774101578,38.3676131565
2019,2,MS,Final,72990,1248965,10319,5.84,39813,50.6,46.7,-89.6652136847,32.750866634
2019,2,MT,Final,28155,409709,9304,6.87,39815,14.9,19.0,-109.645148622,47.0335364218
2019,2,NC,Final,123587,1978553,9817,6.25,39822,45.0,40.9,-79.3723797543,35.5415341226
2019,2,ND,Final,58754,722346,8677,8.13,39823,3.6,9.2,-100.469321077,47.446338517
2019,2,NE,Final,54479,760319,57189,7.17,39816,21.8,24.4,-99.8108090713,41.5271489603
2019,2,NH,Final,20952,151306,3196,13.85,39818,19.5,17.8,-71.5775941473,43.6856317461
2019,2,NJ,Final,56281,554873,11871,10.14,39819,33.2,30.1,-74.6607541123,40.1844273633
2019,2,NM,Final,36612,636764,9269,5.75,39820,36.8,35.7,-106.108388616,34.4213707591
2019,2,NV,Final,45734,881496,3079,5.19,39817,32.0,32.0,-116.65522549,39.3562373462
2019,2,NY,Final,81804,1439367,7626,5.68,39821,21.8,20.3,-75.5031182762,42.9403901101
2019,2,OH,Final,265055,3911353,20062,6.78,39824,30.2,27.9,-82.7900611953,40.291452206
2019,2,OK,Final,79499,1517388,18618,5.24,39825,39.3,38.9,-97.5082927121,35.5834856477
2019,2,OR,Final,65706,1073398,24566,6.12,39826,32.0,32.1,-120.555413394,43.9366481606
2019,2,PA,Final,257704,3879917,11472,6.64,39827,28.0,25.9,-77.7995595623,40.8738378455
2019,2,RI,Final,8129,44672,1765,18.2,39828,30.3,27.5,-71.5536120535,41.6760813901
2019,2,SC,Final,119861,2032801,3703,5.9,39829,49.8,45.7,-80.8961396866,33.9079742468
2019,2,SD,Final,17344,224677,3918,7.72,39830,12.0,17.4,-100.230507516,44.4361607025
2019,2,TN,Final,101820,1700448,1000,5.99,39831,43.0,38.6,-86.3433803654,35.8429870949
2019,2,TX,Final,504356,9946590,221182,5.07,39832,49.6,47.5,-99.3506971451,31.4844643819
2019,2,UT,Final,42122,682191,9816,6.17,39833,27.1,27.8,-111.678216374,39.3237947509
2019,2,VA,Final,90642,1312985,3709,6.9,39835,39.0,35.7,-78.8122544727,37.5150238913
2019,2,VT,Final,11947,106331,239,11.24,39834,17.0,15.9,-72.6626493581,44.0751958252
2019,2,WA,Final,99013,1916235,25306,5.17,39836,29.8,30.8,-120.446866425,47.3809688818
2019,2,WI,Final,135747,1826426,5358,7.43,39838,13.3,14.4,-90.0116942643,44.6380301915
2019,2,WV,Final,68105,1104479,11541,6.17,39837,35.2,31.6,-80.6137119661,38.6425987436
2019,2,WY,Final,58337,833164,11069,7.0,39839,19.4,20.3,-107.551454075,42.999642032
2019,1,AL,Final,153648,2788859,7211,5.51,39744,47.8,45.9,-86.8283719359,32.7898321918
2019,1,AR,Final,84322,1383451,34969,6.1,39746,42.5,40.4,-92.4392676639,34.8997453322
2019,1,AZ,Final,67241,1147715,7870,5.86,39745,42.6,41.1,-111.664418336,34.2931098705
2019,1,CA,Final,397727,3562114,151213,11.17,39747,45.4,42.6,-119.610698951,37.2460706736
2019,1,CO,Final,91043,1275069,13919,7.14,39748,26.3,24.5,-105.547824721,38.9985518194
2019,1,CT,Final,37151,260796,4257,14.25,39749,30.4,27.3,-72.7257060428,41.6202863352
2019,1,DE,Final,15263,185400,869,8.23,39750,38.4,34.8,-75.4004040929,38.8870164548
2019,1,FL,Final,99699,1284209,23231,7.76,39751,60.1,58.3,-81.7974638723,28.6284392647
2019,1,GA,Final,156168,2724606,23070,5.73,39752,49.2,46.6,-83.4463418309,32.6492290722
2019,1,IA,Final,116687,2002595,8312,5.83,39756,23.4,20.3,-93.5000649605,42.0746268788
2019,1,ID,Final,29346,535232,28119,5.48,39753,25.3,23.0,-114.659382348,44.0890895052
2019,1,IL,Final,255009,3729716,5730,6.84,39754,29.9,27.4,-89.1983967614,40.0650409125
2019,1,IN,Final,276003,3739549,18369,7.38,39755,31.2,28.5,-86.2756397346,39.9081412284
2019,1,KS,Final,68778,941126,23841,7.31,39757,32.8,30.1,-98.3802131736,38.4847081514
2019,1,KY,Final,138276,2480221,6128,5.58,39758,37.8,35.0,-85.2904560935,37.5266674638
2019,1,LA,Final,159650,3218151,19233,4.96,39759,51.2,50.1,-92.5856620163,31.0584069584
2019,1,MA,Final,79953,521202,11027,15.34,39762,29.0,26.1,-71.7986394244,42.2533023991
2019,1,MD,Final,24817,303204,8909,8.18,39761,36.6,33.9,-76.7724546076,39.0369222963
2019,1,ME,Final,29298,307845,3107,9.52,39760,17.2,15.9,-69.2266474552,45.3714334913
2019,1,MI,Final,179793,2519181,5657,7.14,39763,22.8,20.8,-85.4371669561,44.3506813109
2019,1,MN,Final,131444,1842731,8635,7.13,39764,13.4,9.7,-94.3090126515,46.3163329315
2019,1,MO,Final,70422,1069582,10131,6.58,39766,33.9,31.3,-92.4774101578,38.3676131565
2019,1,MS,Final,81751,1323696,10439,6.18,39765,47.6,46.0,-89.6652136847,32.750866634
2019,1,MT,Final,20959,402908,9531,5.2,39767,24.8,18.7,-109.645148622,47.0335364218
2019,1,NC,Final,134266,2192373,9864,6.12,39774,43.5,40.8,-79.3723797543,35.5415341226
2019,1,ND,Final,61224,793940,8689,7.71,39775,15.3,9.6,-100.469321077,47.446338517
2019,1,NE,Final,58851,855145,57876,6.88,39768,27.2,23.7,-99.8108090713,41.5271489603
2019,1,NH,Final,22330,158319,3202,14.1,39770,21.4,19.5,-71.5775941473,43.6856317461
2019,1,NJ,Final,61398,602490,11986,10.19,39771,34.7,31.3,-74.6607541123,40.1844273633
2019,1,NM,Final,37248,705936,9267,5.28,39772,35.6,34.0,-106.108388616,34.4213707591
2019,1,NV,Final,47725,959328,3109,4.97,39769,33.0,30.5,-116.65522549,39.3562373462
2019,1,NY,Final,86944,1518005,7630,5.73,39773,24.0,22.3,-75.5031182762,42.9403901101
2019,1,OH,Final,296465,4289754,20035,6.91,39776,31.2,28.6,-82.7900611953,40.291452206
2019,1,OK,Final,83549,1652688,18634,5.06,39777,39.6,37.8,-97.5082927121,35.5834856477
2019,1,OR,Final,69539,1233076,24733,5.64,39778,33.8,31.0,-120.555413394,43.9366481606
2019,1,PA,Final,273358,4061134,11460,6.73,39779,29.6,27.1,-77.7995595623,40.8738378455
2019,1,RI,Final,9853,57391,1763,17.17,39780,32.2,29.1,-71.5536120535,41.6760813901
2019,1,SC,Final,135108,2290036,3703,5.9,39781,47.6,45.1,-80.8961396866,33.9079742468
2019,1,SD,Final,17440,233678,3951,7.46,39782,21.6,17.4,-100.230507516,44.4361607025
2019,1,TN,Final,107278,1794101,1007,5.98,39783,41.0,38.2,-86.3433803654,35.8429870949
2019,1,TX,Final,540871,10532406,221977,5.14,39784,47.8,46.2,-99.3506971451,31.4844643819
2019,1,UT,Final,40902,746588,9829,5.48,39785,27.2,26.2,-111.678216374,39.3237947509
2019,1,VA,Final,102448,1505492,3714,6.8,39787,38.0,35.8,-78.8122544727,37.5150238913
2019,1,VT,Final,14189,129452,238,10.96,39786,19.0,17.8,-72.6626493581,44.0751958252
2019,1,WA,Final,104355,2260710,26167,4.62,39788,33.6,29.5,-120.446866425,47.3809688818
2019,1,WI,Final,138986,1958644,5413,7.1,39790,19.1,15.3,-90.0116942643,44.6380301915
2019,1,WV,Final,72884,1241021,11535,5.87,39789,34.4,31.9,-80.6137119661,38.6425987436
2019,1,WY,Final,57702,890441,11109,6.48,39791,21.8,19.6,-107.551454075,42.999642032
2018,12,AL,Final,152646,2626830,7303,5.81,39696,49.7,50.0,-86.8283719359,32.7898321918
2018,12,AR,Final,74277,1392788,35409,5.33,39698,45.0,45.7,-92.4392676639,34.8997453322
2018,12,AZ,Final,66793,1128167,7532,5.92,39697,46.1,45.3,-111.664418336,34.2931098705
2018,12,CA,Final,419016,3552770,147259,11.79,39699,48.7,46.3,-119.610698951,37.2460706736
2018,12,CO,Final,93158,1287505,15499,7.24,39700,29.6,29.4,-105.547824721,38.9985518194
2018,12,CT,Final,34450,246283,4175,13.99,39701,36.4,34.7,-72.7257060428,41.6202863352
2018,12,DE,Final,15040,185520,830,8.11,39702,43.6,41.0,-75.4004040929,38.8870164548
2018,12,FL,Final,102979,1347015,21222,7.65,39703,64.2,61.5,-81.7974638723,28.6284392647
2018,12,GA,Final,135855,2509735,22664,5.41,39704,51.7,50.7,-83.4463418309,32.6492290722
2018,12,IA,Final,101955,1939659,7905,5.26,39708,29.0,29.2,-93.5000649605,42.0746268788
2018,12,ID,Final,30695,543622,28351,5.65,39705,28.2,27.8,-114.659382348,44.0890895052
2018,12,IL,Final,247051,3596052,5748,6.87,39706,35.0,35.1,-89.1983967614,40.0650409125
2018,12,IN,Final,299754,3646328,17711,8.22,39707,36.1,35.7,-86.2756397346,39.9081412284
2018,12,KS,Final,69476,927795,23731,7.49,39709,36.2,36.7,-98.3802131736,38.4847081514
2018,12,KY,Final,140966,2458415,6159,5.73,39710,41.2,40.8,-85.2904560935,37.5266674638
2018,12,LA,Final,163070,3026513,19150,5.39,39711,53.7,54.2,-92.5856620163,31.0584069584
2018,12,MA,Final,81534,545314,10438,14.95,39714,35.0,33.7,-71.7986394244,42.2533023991
2018,12,MD,Final,26860,321403,8819,8.36,39713,41.3,40.1,-76.7724546076,39.0369222963
2018,12,ME,Final,17850,183586,3013,9.72,39712,24.5,25.5,-69.2266474552,45.3714334913
2018,12,MI,Final,169271,2403308,5919,7.04,39715,29.8,29.0,-85.4371669561,44.3506813109
2018,12,MN,Final,136443,1861889,9498,7.33,39716,21.5,20.4,-94.3090126515,46.3163329315
2018,12,MO,Final,70890,1071522,8014,6.62,39718,37.2,38.3,-92.4774101578,38.3676131565
2018,12,MS,Final,84138,1357249,10936,6.2,39717,49.8,50.4,-89.6652136847,32.750866634
2018,12,MT,Final,23984,415337,8835,5.77,39719,27.6,25.1,-109.645148622,47.0335364218
2018,12,NC,Final,126571,2043169,9962,6.19,39726,46.7,45.4,-79.3723797543,35.5415341226
2018,12,ND,Final,61096,782734,9094,7.81,39727,21.8,19.5,-100.469321077,47.446338517
2018,12,NE,Final,58327,833154,63355,7.0,39720,30.8,30.6,-99.8108090713,41.5271489603
2018,12,NH,Final,21077,153532,3173,13.73,39722,28.0,28.0,-71.5775941473,43.6856317461
2018,12,NJ,Final,61927,625567,11919,9.9,39723,40.2,38.1,-74.6607541123,40.1844273633
2018,12,NM,Final,38705,689901,9262,5.61,39724,38.4,38.2,-106.108388616,34.4213707591
2018,12,NV,Final,49336,1027590,3282,4.8,39721,35.7,35.0,-116.65522549,39.3562373462
2018,12,NY,Final,93468,1667649,6822,5.6,39725,30.9,30.4,-75.5031182762,42.9403901101
2018,12,OH,Final,286604,4136012,18635,6.93,39728,36.2,35.6,-82.7900611953,40.291452206
2018,12,OK,Final,83779,1612676,18604,5.2,39729,42.6,43.6,-97.5082927121,35.5834856477
2018,12,OR,Final,63920,1111895,25922,5.75,39730,35.8,34.7,-120.555413394,43.9366481606
2018,12,PA,Final,283283,4175275,11658,6.78,39731,35.1,34.1,-77.7995595623,40.8738378455
2018,12,RI,Final,10109,59078,1750,17.11,39732,38.2,36.3,-71.5536120535,41.6760813901
2018,12,SC,Final,128662,2096778,4507,6.14,39733,50.2,49.3,-80.8961396866,33.9079742468
2018,12,SD,Final,18022,242233,4002,7.44,39734,27.3,25.7,-100.230507516,44.4361607025
2018,12,TN,Final,105611,1791433,1005,5.9,39735,43.6,43.4,-86.3433803654,35.8429870949
2018,12,TX,Final,495320,9962615,126423,4.97,39736,50.1,50.8,-99.3506971451,31.4844643819
2018,12,UT,Final,43032,780230,9627,5.52,39737,31.2,31.5,-111.678216374,39.3237947509
2018,12,VA,Final,92098,1358790,3686,6.78,39739,41.8,41.2,-78.8122544727,37.5150238913
2018,12,VT,Final,13673,125960,206,10.86,39738,26.5,26.7,-72.6626493581,44.0751958252
2018,12,WA,Final,96809,2072051,27040,4.67,39740,35.8,33.6,-120.446866425,47.3809688818
2018,12,WI,Final,135253,1934786,5895,6.99,39742,26.2,24.9,-90.0116942643,44.6380301915
2018,12,WV,Final,71525,1188670,11434,6.02,39741,38.4,37.6,-80.6137119661,38.6425987436
2018,12,WY,Final,58992,906526,10986,6.51,39743,25.0,24.8,-107.551454075,42.999642032
2018,11,AL,Final,163375,2691925,7305,6.07,39648,58.9,58.7,-86.8283719359,32.7898321918
